HACA95;FUNDAMENTOS DE CIÊNCIAS DOS NOVOS MATERIAIS                 ;68
HACB03;FUNDAMENTOS DE CRISTALOGRAFIA E DIFRAÇÃO DE RAIOS X         ;68
HACB27;FUNDAMENTOS DE ECOLOGIA E CIÊNCIAS AMBIENTAIS               ;68
HACA98;FUNDAMENTOS DE ENGENHARIA BIOMÉDICA E CLÍNICA               ;68
HACA97;FUNDAMENTOS DE ESPECTROSCOPIA                               ;68
HACB01;FUNDAMENTOS DE MICROSCOPIA                                  ;68
HACA91;FUNDAMENTOS DE NANOCIÊNCIA E NANOTECNOLOGIA                 ;68
HACD43;Fundamentos Teóricos da Arte na Educação                    ;30
HACB02;GESTÃO DE PEQUENAS EMPRESAS DE BASE TECNOLÓGICA             ;68
HACA92;GESTÃO DE PROJETOS DE PESQUISA E DESENVOLVIMENTO            ;68
HACB32;HISTÓRIA DAS RELAÇÕES INTERNACIONAIS I                      ;68
HACA86;INICIAÇÃO CIENTIFICA EM SAÚDE                               ;68
HACB26;INTRODUÇÃO À HISTÓRIA DAS CIÊNCIAS                          ;68
HACA08;INTRODUÇÃO À NANOTECNOLOGIA                                 ;68
HACA10;INTRODUÇÃO AO CAMPO DA SAÚDE                                ;68
HACB09;LABORATÓRIO DE ARTE INTERATIVA: ARTE E ELETRÔNICA           ;68
HACB12;LABORATÓRIO DE ARTE INTERATIVA: ARTE E INTERFACES           ;68
HACA96;LABORATÓRIO DE CIÊNCIA E TECNOLOGIA                         ;68
HACA44;LABORATÓRIOS DE CRIAÇÃO E PRÁTICAS ARTÍSTICAS               ;68
HACB10;LINGUAGENS E AMBIENTES DE PROGRAMAÇÃO EM ARTES              ;68
HACB15;MARKETING DE CIDADES                                        ;68
HACA83;MATEMÁTICA, NATUREZA E SOCIEDADE                            ;68
HACB84;MEIO AMBIENTE, ENERGIA E CIDADE                             ;68
HACB39;METODOLOGIA DA PESQUISA                                     ;34
HACA78;OFICINA DE TEXTOS ACADÊMICOS E TÉCNICOS EM SAÚDE            ;68
HACB38;OFICINA DE TEXTOS EM HUMANIDADES                            ;68
HACA45;OFICINAS DE INICIAÇÃO ARTÍSTICA                             ;68
HACB31;ORGANIZAÇÕES E SOCIEDADES                                   ;68
HACC04;PATRIMÔNIO CULTURAL                                         ;68
HACB98;POLÍTICA E CIDADE                                           ;68
HACB30;POLÍTICAS PÚBLICAS                                          ;68
HACB22;POLÍTICAS PÚBLICAS, DIREITOS E CIDADE                       ;68
HACB75;PRODUÇÃO E DIFUSÃO DO CONHECIMENTO EM ARTES                 ;68
HACA50;RACIONALIDADES EM SAÚDE:SISTEMAS MÉDICOS E PRÁT.ALTERNATIVAS;68
HACC01;REDES E CULTURAS URBANAS                                    ;68
HACA87;SAÚDE E CIDADE                                              ;68
HACA06;SAÚDE, DOENÇA, CUIDADO                                      ;68
HACB17;SAÚDE, EDUCAÇÃO E TRABALHO                                  ;68
HACB96;SEMINÁRIO DE PESQUISA                                       ;68
HACB62;SEMINÁRIO GESTÃO, FORMAÇÃO E VIDA UNIVERSITÁRIA             ;34
HACB63;SEMINÁRIO PROMOÇÃO DA SAÚDE E QUALIDADE DE VIDA             ;34
HACB64;SEMINÁRIO UNIVERSIDADE E SOCIEDADE                          ;34
HACB20;SEMINARIOS INTERDISCIPLINARES DE PESQUISA EM SAUDE          ;68
HACA90;SISTEMAS DE INOVAÇÃO EM CIÊNCIA E TECNOLOGIA                ;68
HACB14;SISTEMAS DIGITAIS EM ARTES                                  ;68
HACB08;TECNOLOGIA DA INFORMAÇÃO E AS ARTES                         ;68
HACA41;TECNOLOGIAS APLICADAS ÀS ARTES                              ;68
HACB34;TEORIA DAS RELAÇÕES INTERNACIONAIS I                        ;68
HACB21;TEORIAS DA CIDADE E DO URBANO                               ;68
HACB29;TEORIAS DA CULTURA                                          ;68
HACB13;TÓPICOS ESPECIAIS EM ARTES E TECNOLOGIAS CONTEMPORÂNEAS     ;68
HACA79;TOPICOS ESPECIAIS EM ARTES I                                ;68
HACA80;TÓPICOS ESPECIAIS EM ARTES II                               ;68
HACA46;TOPICOS ESPECIAIS EM CIÊNCIAS I                             ;68
HACB05;TÓPICOS ESPECIAIS EM CIÊNCIAS II                            ;34
HACA42;TOPICOS ESPECIAIS EM CULTURA I                              ;68
HACB25;TÓPICOS ESPECIAIS EM ESTUDOS DAS CIDADES                    ;68
HACA43;TÓPICOS ESPECIAIS EM HUMANIDADES I                          ;68
HACA52;TÓPICOS ESPECIAIS EM HUMANIDADES II                         ;68
HACB18;TÓPICOS ESPECIAIS EM SAÚDE I                                ;68
HACB19;TÓPICOS ESPECIAIS EM SAÚDE II                               ;68
HACA47;TÓPICOS ESPECIAIS EM TECNOLOGIA I                           ;68
HACB06;TÓPICOS ESPECIAIS EM TECNOLOGIA II                          ;34
